Dpto.;Bodega;Unds;Costo neto;Fecha
ATLANTICO;00201;2;1292;46255
ATLANTICO;00201;1;3932,5;46255
ATLANTICO;00201;1;3932,5;46255
ATLANTICO;00201;1;11507;46255
ATLANTICO;00201;1;11507;46255
ATLANTICO;00201;1;1193,2;46255
ATLANTICO;00201;3;2159,25;46255
ATLANTICO;00201;1;719,75;46255
ATLANTICO;00201;4;2879;46255
ATLANTICO;00201;2;12949,78;46255
ATLANTICO;00201;1;1500,23;46255
ATLANTICO;00201;1;1500;46255
ATLANTICO;00201;1;1500;46255
ATLANTICO;00201;1;4299;46255
ATLANTICO;00201;1;2587,19;46255
ATLANTICO;00201;2;1897,74;46255
ATLANTICO;00201;1;966,77;46255
ATLANTICO;00201;2;4561,7;46255
ATLANTICO;00201;1;5450,04;46255
ATLANTICO;00201;1;7024,01;46255
ATLANTICO;00201;11;82451,49;46255
ATLANTICO;00601;11;24672,01;46255
ATLANTICO;00601;2;2036;46255
ATLANTICO;00601;1;2686,61;46255
ATLANTICO;00601;5;1020,25;46255
ATLANTICO;00601;4;1410,52;46255
ATLANTICO;00601;4;2044,08;46255
ATLANTICO;00601;1;852,81;46255
ATLANTICO;00601;1;5875;46255
ATLANTICO;00601;1;5875;46255
ATLANTICO;00601;1;5875;46255
ATLANTICO;00601;1;720,36;46255
ATLANTICO;00601;57;17722,44;46255
ATLANTICO;00601;12;68509,56;46255
ATLANTICO;00601;1;6650,62;46255
ATLANTICO;00601;34;226281,22;46255
ATLANTICO;00601;6;25211,46;46255
CESAR;00701;2;4547,28;46255
CESAR;00701;2;4547,28;46255
CESAR;00701;3;788,01;46255
CESAR;00701;1;9280,7;46255
CESAR;00701;1;3166;46255
CESAR;00701;2;6332;46255
CESAR;00701;1;3500;46255
CESAR;00701;1;8991,59;46255
CESAR;00701;1;5500;46255
CESAR;00701;1;1766;46255
CESAR;00701;3;1657,2;46255
CESAR;00701;4;3036;46255
CESAR;00701;1;9600;46255
CESAR;00701;1;18265,58;46255
CESAR;00701;3;9831;46255
MAGDALENA;01101;1;731,25;46255
ATLANTICO;01201;18;7026,48;46255
ATLANTICO;01201;18;7026,48;46255
ATLANTICO;01201;18;7026,48;46255
ATLANTICO;01201;1;12600;46255
ATLANTICO;01201;40;10520;46255
ATLANTICO;01201;4;4820;46255
ATLANTICO;01201;1;4931;46255
ATLANTICO;01201;2;6034;46255
ATLANTICO;01201;2;5098,54;46255
ATLANTICO;01201;1;5984,21;46255
CESAR;01301;2;3600;46255
CESAR;01301;1;1440;46255
CESAR;01301;1;7070;46255
BOLIVAR;01801;7;4234,93;46255
BOLIVAR;01801;10;4037,9;46255
BOLIVAR;01801;2;6900;46255
BOLIVAR;01801;1;7959;46255
BOLIVAR;01801;2;15918;46255
BOLIVAR;01801;1;1830,36;46255
BOLIVAR;01801;1;6805,75;46255
BOLIVAR;01801;1;2445,32;46255
BOLIVAR;01801;1;3624,6;46255
BOLIVAR;01801;1;3175;46255
BOLIVAR;01801;1;2666,27;46255
CORDOBA;01901;28;4430,16;46255
CORDOBA;01901;1;1740;46255
CORDOBA;01901;1;8700;46255
CORDOBA;01901;1;5814,44;46255
CORDOBA;01901;3;12600;46255
CORDOBA;01901;1;4200;46255
CORDOBA;01901;1;7725,78;46255
SUCRE;02201;1;2464,81;46255
SUCRE;02201;2;4929,62;46255
SUCRE;02201;1;646;46255
SUCRE;02201;1;644,26;46255
SUCRE;02201;2;4300;46255
SUCRE;02201;1;1661;46255
SUCRE;02201;1;582,67;46255
SUCRE;02201;2;2040;46255
SUCRE;02201;1;1255,22;46255
SUCRE;02201;3;3765,66;46255
SUCRE;02201;2;1470,06;46255
SUCRE;02201;1;21423;46255
SUCRE;02201;1;21423;46255
SUCRE;02201;3;49541,55;46255
SUCRE;02201;1;2521;46255
SUCRE;02201;2;3962;46255
SUCRE;02201;4;2394,96;46255
SUCRE;02201;1;1849;46255
SUCRE;02201;2;3698;46255
SUCRE;02201;3;6448,38;46255
SUCRE;02201;1;952;46255
SUCRE;02201;1;3476;46255
SUCRE;02201;1;9608,96;46255
SUCRE;02201;1;528,32;46255
SUCRE;02201;9;4754,88;46255
SUCRE;02201;1;2777,09;46255
SUCRE;02201;1;2024,88;46255
SUCRE;02201;1;17877;46255
SUCRE;02201;1;876,74;46255
SUCRE;02201;1;6975,23;46255
SUCRE;02201;1;1097,19;46255
SUCRE;02201;1;12605,25;46255
SUCRE;02201;1;12644,03;46255
SUCRE;02201;2;12320;46255
ATLANTICO;02401;1;3693,85;46255
ATLANTICO;02401;1;4798,35;46255
ATLANTICO;02401;1;1826,18;46255
ATLANTICO;02401;1;544,86;46255
ATLANTICO;02401;1;7932;46255
ATLANTICO;02401;1;1060;46255
ATLANTICO;02401;15;145285,65;46255
ATLANTICO;02401;3;4005;46255
ATLANTICO;02401;1;1864;46255
ATLANTICO;02401;1;1568,71;46255
ATLANTICO;02401;1;713;46255
ATLANTICO;02401;2;4631,6;46255
ATLANTICO;02401;1;893,78;46255
ATLANTICO;02401;1;6806;46255
ATLANTICO;02401;3;2571,54;46255
ATLANTICO;02401;1;857,18;46255
ATLANTICO;02401;2;1714,36;46255
ATLANTICO;02401;1;857,18;46255
ATLANTICO;02401;2;1714,36;46255
ATLANTICO;02401;1;857,18;46255
ATLANTICO;02401;2;1714,36;46255
ATLANTICO;02401;1;857,18;46255
ATLANTICO;02401;2;1714,36;46255
ATLANTICO;02401;12;7836;46255
ATLANTICO;02401;8;5224;46255
ATLANTICO;02401;12;7836;46255
GUAJIRA;02801;1;3800;46255
ATLANTICO;03501;1;2200;46255
ATLANTICO;03501;1;3454,23;46255
ATLANTICO;03501;3;1489,59;46255
ATLANTICO;03501;30;14606,7;46255
ATLANTICO;03501;1;7755,8;46255
SANTANDER ;03701;1;1003;46255
SANTANDER ;03701;6;6018;46255
SANTANDER ;03701;1;1257;46255
SANTANDER ;03701;1;755;46255
SANTANDER ;03701;1;16620;46255
SANTANDER ;03701;1;840;46255
SANTANDER ;03701;3;2421;46255
SANTANDER ;03701;2;3600;46255
SANTANDER ;03701;1;757;46255
SANTANDER ;03701;7;10535;46255
SANTANDER ;03701;2;3010;46255
SANTANDER ;03701;2;3696;46255
SANTANDER ;03701;1;6260;46255
SANTANDER ;03701;1;517,44;46255
SANTANDER ;03701;4;2260;46255
SANTANDER ;03701;1;321;46255
SANTANDER ;03701;2;1092,44;46255
SANTANDER ;03701;58;8758;46255
SANTANDER ;03701;7;11767;46255
SANTANDER ;03701;7;8823,5;46255
SANTANDER ;03701;1;1429;46255
SANTANDER ;03701;1;460,83;46255
SANTANDER ;03701;4;14284;46255
SANTANDER ;03701;1;3235;46255
SANTANDER ;03701;2;23152;46255
SANTANDER ;03701;1;450;46255
SANTANDER ;03701;1;2754;46255
SANTANDER ;03701;1;967;46255
SANTANDER ;03701;1;2000;46255
SANTANDER ;03701;1;2660;46255
SANTANDER ;03701;1;2600;46255
SANTANDER ;03701;1;2660;46255
SANTANDER ;03701;1;4600;46255
SANTANDER ;03701;1;3413;46255
SANTANDER ;03701;1;2778;46255
SANTANDER ;03701;1;4122;46255
SANTANDER ;03701;1;1722;46255
SANTANDER ;03701;1;4710;46255
SANTANDER ;03701;1;65;46255
SANTANDER ;03701;1;65;46255
SANTANDER ;03701;1;4259;46255
SANTANDER ;03701;1;4259;46255
SANTANDER ;03701;1;900;46255
SANTANDER ;03701;4;13200;46255
SANTANDER ;03701;1;4042;46255
SANTANDER ;03701;1;990;46255
SANTANDER ;03701;20;4840;46255
SANTANDER ;03701;1;880;46255
SANTANDER ;03701;1;8240;46255
SANTANDER ;03901;20;158560;46255
SANTANDER ;03901;20;158560;46255
SANTANDER ;03901;1;728;46255
SANTANDER ;03901;1;437;46255
SANTANDER ;03901;1;1218;46255
SANTANDER ;03901;5;4035;46255
SANTANDER ;03901;2;1614;46255
SANTANDER ;03901;1;1757;46255
SANTANDER ;03901;4;4080;46255
SANTANDER ;03901;1;2201;46255
SANTANDER ;03901;2;2252;46255
SANTANDER ;03901;1;452,43;46255
SANTANDER ;03901;2;1228;46255
SANTANDER ;03901;1;614;46255
SANTANDER ;03901;1;2299,14;46255
SANTANDER ;03901;1;3074;46255
SANTANDER ;03901;1;1200;46255
SANTANDER ;03901;1;1200;46255
SANTANDER ;03901;5;12000;46255
SANTANDER ;03901;1;2400;46255
SANTANDER ;03901;3;7200;46255
SANTANDER ;03901;2;4800;46255
SANTANDER ;03901;1;2904;46255
SANTANDER ;03901;2;5808;46255
SANTANDER ;03901;2;5200;46255
SANTANDER ;03901;1;1274;46255
SANTANDER ;03901;1;1274;46255
SANTANDER ;03901;1;540;46255
SANTANDER ;03901;1;880;46255
SANTANDER ;03901;2;11800;46255
SANTANDER ;03901;2;4178;46255
GUAJIRA;04601;1;3880;46255
GUAJIRA;04601;1;1133,27;46255
GUAJIRA;04601;5;8660;46255
GUAJIRA;04601;160;169600;46255
GUAJIRA;04601;41;21748,45;46255
MAGDALENA;04701;1;926,27;46255
MAGDALENA;04701;1;966,4;46255
MAGDALENA;04701;2;9607,44;46255
MAGDALENA;04701;2;2302;46255
ATLANTICO;04801;1;1008,11;46255
ATLANTICO;04801;1;570;46255
GUAJIRA;04901;3;4280,37;46255
GUAJIRA;04901;1;2085,32;46255
GUAJIRA;04901;4;23864;46255
GUAJIRA;04901;1;1572,75;46255
GUAJIRA;04901;2;3420;46255
GUAJIRA;04901;50;12349,5;46255
GUAJIRA;04901;1;1032;46255
GUAJIRA;04901;50;15561;46255
GUAJIRA;04901;50;15561;46255
GUAJIRA;04901;1;4608,15;46255
GUAJIRA;04901;1;1998,08;46255
GUAJIRA;04901;1;23974,27;46255
GUAJIRA;04901;2;959,66;46255
GUAJIRA;04901;1;479,83;46255
GUAJIRA;04901;1;61,25;46255
GUAJIRA;04901;1;547,75;46255
ATLANTICO;05101;1;2328,82;46255
ATLANTICO;05101;1;11706;46255
ATLANTICO;05101;7;2412,62;46255
ATLANTICO;05101;3;1185;46255
ATLANTICO;05101;1;26312;46255
ATLANTICO;05101;1;1607;46255
ATLANTICO;05101;1;33578;46255
ATLANTICO;05101;1;34586;46255
ATLANTICO;05101;1;5990;46255
ATLANTICO;05101;1;588;46255
ATLANTICO;05401;1;608,09;46255
ATLANTICO;05401;1;7932;46255
ATLANTICO;05401;1;672;46255
ATLANTICO;05401;12;5040;46255
ATLANTICO;05401;1;705,27;46255
ATLANTICO;05401;1;4324,7;46255
ATLANTICO;05401;1;2262;46255
ATLANTICO;05401;1;4200;46255
SUCRE;07501;1;4137;46255
SUCRE;07501;1;3151;46255
SUCRE;07501;1;3210,91;46255
SUCRE;07501;1;100;46255
ATLANTICO;07901;1;29260,36;46255
ATLANTICO;07901;1;3817,12;46255
ATLANTICO;07901;1;1090,76;46255
ATLANTICO;07901;1;4312;46255
ATLANTICO;07901;2;2234,24;46255
ATLANTICO;07901;1;1356,27;46255
ATLANTICO;08001;1;780;46255
ATLANTICO;08001;7;1932,42;46255
ATLANTICO;08001;1;612;46255
ATLANTICO;08001;3;1890;46255
ATLANTICO;08001;1;7923,94;46255
ATLANTICO;08001;1;746;46255
ATLANTICO;08001;1;2312,73;46255
ATLANTICO;08001;1;1756,49;46255
SANTANDER ;08201;4;8188;46255
SANTANDER ;08201;8;29808;46255
SANTANDER ;08201;5;7590;46255
SANTANDER ;08201;1;2674;46255
SANTANDER ;08201;3;7650;46255
SANTANDER ;08201;9;10458;46255
SANTANDER ;08201;4;2236;46255
SANTANDER ;08201;1;765;46255
SANTANDER ;08201;12;52800;46255
SANTANDER ;08201;1;1505;46255
SANTANDER ;08201;1;788;46255
SANTANDER ;08201;4;6800;46255
SANTANDER ;08201;1;3372;46255
SANTANDER ;08201;6;18720;46255
SANTANDER ;08201;1;390;46255
SANTANDER ;08201;1;3725;46255
SANTANDER ;08201;12;11988;46255
SANTANDER ;08201;16;130128;46255
SANTANDER ;08201;8;4128;46255
SANTANDER ;08201;5;27080;46255
SANTANDER ;08201;2;4992;46255
SANTANDER ;08201;2;2880;46255
SANTANDER ;08201;4;1848;46255
SANTANDER ;08201;258;35838,78;46255
SANTANDER ;08201;1;2594;46255
SANTANDER ;08201;1;2910;46255
SANTANDER ;08201;2;5200;46255
SANTANDER ;08201;1;2600;46255
SANTANDER ;08201;1;3320;46255
SANTANDER ;08201;1;2904;46255
SANTANDER ;08201;2;5808;46255
SANTANDER ;08201;1;2904;46255
SANTANDER ;08201;1;2904;46255
SANTANDER ;08201;1;2904;46255
SANTANDER ;08201;1;2904;46255
SANTANDER ;08201;5;17500;46255
SANTANDER ;08201;3;12651;46255
SANTANDER ;08201;1;4259;46255
SANTANDER ;08201;2;8518;46255
SANTANDER ;08201;2;34000;46255
SANTANDER ;08201;9;21060;46255
SANTANDER ;08201;1;2340;46255
SANTANDER ;08201;5;8600;46255
SANTANDER ;08201;8;13760;46255
SANTANDER ;08201;1;3046;46255
SANTANDER ;08201;10;1450;46255
SANTANDER ;08301;5;10240;46255
SANTANDER ;08301;1;2048;46255
SANTANDER ;08301;4;8192;46255
SANTANDER ;08301;1;2048;46255
SANTANDER ;08301;1;2048;46255
SANTANDER ;08301;1;253;46255
SANTANDER ;08301;1;423;46255
SANTANDER ;08301;4;5328;46255
SANTANDER ;08301;4;4000;46255
SANTANDER ;08301;3;2382;46255
SANTANDER ;08301;1;1518;46255
SANTANDER ;08301;6;9108;46255
SANTANDER ;08301;1;218;46255
SANTANDER ;08301;1;1800;46255
SANTANDER ;08301;2;8270;46255
SANTANDER ;08301;28;25508;46255
SANTANDER ;08301;3;5250;46255
SANTANDER ;08301;2;2040;46255
SANTANDER ;08301;2;2040;46255
SANTANDER ;08301;2;2040;46255
SANTANDER ;08301;1;788;46255
SANTANDER ;08301;7;11900;46255
SANTANDER ;08301;1;390;46255
SANTANDER ;08301;1;2530;46255
SANTANDER ;08301;1;462;46255
SANTANDER ;08301;2;924;46255
SANTANDER ;08301;3;1386;46255
SANTANDER ;08301;3;1842;46255
SANTANDER ;08301;1;1232;46255
SANTANDER ;08301;1;847;46255
SANTANDER ;08301;1;2940;46255
SANTANDER ;08301;1;2940;46255
SANTANDER ;08301;1;2600;46255
SANTANDER ;08301;1;3322;46255
SANTANDER ;08301;1;3320;46255
SANTANDER ;08301;3;9960;46255
SANTANDER ;08301;2;5808;46255
SANTANDER ;08301;2;5808;46255
SANTANDER ;08301;3;8712;46255
SANTANDER ;08301;2;6562;46255
SANTANDER ;08301;1;3281;46255
SANTANDER ;08301;7;21700;46255
SANTANDER ;08301;3;93000;46255
SANTANDER ;08301;6;25554;46255
SANTANDER ;08301;3;12777;46255
SANTANDER ;08301;1;4259;46255
SANTANDER ;08301;26;6292;46255
SANTANDER ;08601;1;2047;46255
SANTANDER ;08601;4;8188;46255
SANTANDER ;08601;1;367,2;46255
SANTANDER ;08601;2;9580;46255
SANTANDER ;08601;3;14396,4;46255
SANTANDER ;08601;1;4798,8;46255
SANTANDER ;08601;1;4789,8;46255
SANTANDER ;08601;7;5588,1;46255
SANTANDER ;08601;3;5340;46255
SANTANDER ;08601;1;3200;46255
SANTANDER ;08601;10;9270;46255
SANTANDER ;08601;1;521;46255
SANTANDER ;08601;1;1512;46255
SANTANDER ;08601;1;712;46255
SANTANDER ;08601;6;90714;46255
SANTANDER ;08601;25;12900;46255
SANTANDER ;08601;9;8181;46255
SANTANDER ;08601;3;3240;46255
SANTANDER ;08601;3;10080;46255
SANTANDER ;08601;1;1200;46255
SANTANDER ;08601;1;614;46255
SANTANDER ;08601;1;614;46255
SANTANDER ;08601;10;6140;46255
SANTANDER ;08601;1;614;46255
SANTANDER ;08601;1;614;46255
SANTANDER ;08601;2;5200;46255
SANTANDER ;08601;1;3320;46255
SANTANDER ;08601;1;3320;46255
SANTANDER ;08601;1;3870;46255
SANTANDER ;08601;1;3320;46255
SANTANDER ;08601;2;6640;46255
SANTANDER ;08601;2;6640;46255
SANTANDER ;08601;1;3320;46255
SANTANDER ;08601;2;5808;46255
SANTANDER ;08601;1;2904;46255
SANTANDER ;08601;1;2904;46255
SANTANDER ;08601;1;2904;46255
SANTANDER ;08601;3;3660;46255
SANTANDER ;08601;1;2778;46255
SANTANDER ;08601;1;4122;46255
SANTANDER ;08601;6;44838,54;46255
SANTANDER ;08601;2;460;46255
SANTANDER ;08601;3;1857;46255
SANTANDER ;08601;2;7058;46255
SANTANDER ;08601;2;3440;46255
SANTANDER ;08701;1;2275;46255
SANTANDER ;08701;4;8192;46255
SANTANDER ;08701;1;2275;46255
SANTANDER ;08701;2;4096;46255
SANTANDER ;08701;1;2275;46255
SANTANDER ;08701;1;2275;46255
SANTANDER ;08701;1;565;46255
SANTANDER ;08701;1;1808;46255
SANTANDER ;08701;2;2394,9;46255
SANTANDER ;08701;3;3592,35;46255
SANTANDER ;08701;2;2394;46255
SANTANDER ;08701;4;6020;46255
SANTANDER ;08701;2;2394;46255
SANTANDER ;08701;6;20520;46255
SANTANDER ;08701;1;321;46255
SANTANDER ;08701;2;1136;46255
SANTANDER ;08701;3;1704;46255
SANTANDER ;08701;2;1136;46255
SANTANDER ;08701;1;2800;46255
SANTANDER ;08701;1;2496;46255
SANTANDER ;08701;1;2496;46255
SANTANDER ;08701;1;3240;46255
SANTANDER ;08701;2;5200;46255
SANTANDER ;08701;1;2904;46255
SANTANDER ;08701;1;2904;46255
SANTANDER ;08701;1;3281;46255
SANTANDER ;08701;1;4122;46255
SANTANDER ;08701;1;4710;46255
SANTANDER ;08701;1;4259;46255
SANTANDER ;08701;1;4259;46255
SANTANDER ;08701;1;1578;46255
SANTANDER ;08701;1;409;46255
SANTANDER ;08701;1;320;46255
SANTANDER ;08701;500;20000;46255
SANTANDER ;08901;12;24576;46255
SANTANDER ;08901;4;8188;46255
SANTANDER ;08901;2;506;46255
SANTANDER ;08901;1;253;46255
SANTANDER ;08901;1;253;46255
SANTANDER ;08901;20;158560;46255
SANTANDER ;08901;20;158560;46255
SANTANDER ;08901;1;5202;46255
SANTANDER ;08901;1;1131;46255
SANTANDER ;08901;1;157;46255
SANTANDER ;08901;2;314;46255
SANTANDER ;08901;2;12140;46255
SANTANDER ;08901;6;4848;46255
SANTANDER ;08901;3;2424;46255
SANTANDER ;08901;114;144096;46255
SANTANDER ;08901;10;8520;46255
SANTANDER ;08901;1;6700;46255
SANTANDER ;08901;1;198;46255
SANTANDER ;08901;1;5385;46255
SANTANDER ;08901;1;12711;46255
SANTANDER ;08901;1;942,11;46255
SANTANDER ;08901;10;9421,1;46255
SANTANDER ;08901;1;942,11;46255
SANTANDER ;08901;3;6660;46255
SANTANDER ;08901;1;10116;46255
SANTANDER ;08901;5;2025;46255
SANTANDER ;08901;10;2470;46255
SANTANDER ;08901;1;10739,5;46255
SANTANDER ;08901;1;945;46255
SANTANDER ;08901;4;2160;46255
SANTANDER ;08901;1;1837,5;46255
SANTANDER ;08901;1;5179,05;46255
SANTANDER ;08901;12;6036;46255
SANTANDER ;08901;4;1848;46255
SANTANDER ;08901;4;2456;46255
SANTANDER ;08901;1;462;46255
SANTANDER ;08901;5;3070;46255
SANTANDER ;08901;4;1848;46255
SANTANDER ;08901;4;1848;46255
SANTANDER ;08901;5;950;46255
SANTANDER ;08901;1;967;46255
SANTANDER ;08901;1;3074;46255
SANTANDER ;08901;1;2600;46255
SANTANDER ;08901;2;5200;46255
SANTANDER ;08901;3;9960;46255
SANTANDER ;08901;3;8712;46255
SANTANDER ;08901;1;1820;46255
SANTANDER ;08901;1;1560;46255
SANTANDER ;08901;2;3120;46255
SANTANDER ;08901;2;2494;46255
SANTANDER ;08901;1;3281;46255
SANTANDER ;08901;1;2778;46255
SANTANDER ;08901;2;25700;46255
SANTANDER ;08901;1;1638;46255
SANTANDER ;08901;3;5166;46255
SANTANDER ;08901;1;1482;46255
SANTANDER ;08901;2;8518;46255
SANTANDER ;08901;2;10600;46255
SANTANDER ;08901;1;1150;46255
SANTANDER ;08901;1;2145;46255
SANTANDER ;08901;12;7800;46255
SANTANDER ;08901;85;20570;46255
SANTANDER ;08901;12;2904;46255
SANTANDER ;08901;3;726;46255
SANTANDER ;08901;2;366;46255
SANTANDER ;08901;2;3740;46255
SANTANDER ;08901;1;5500;46255
SANTANDER ;08901;1;5500;46255
SANTANDER ;09001;1;4080;46255
SANTANDER ;09001;1;4100;46255
SANTANDER ;09001;1;3599;46255
SANTANDER ;09001;1;780;46255
SANTANDER ;09001;2;4550;46255
SANTANDER ;09001;1;252;46255
SANTANDER ;09001;4;1008;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;1;252;46255
SANTANDER ;09001;4;1008;46255
SANTANDER ;09001;4;1008;46255
SANTANDER ;09001;1;252;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;4;1008;46255
SANTANDER ;09001;1;252;46255
SANTANDER ;09001;2;504;46255
SANTANDER ;09001;1;252;46255
SANTANDER ;09001;1;4481;46255
SANTANDER ;09001;1;4481;46255
SANTANDER ;09001;2;1086;46255
SANTANDER ;09001;1;1212;46255
SANTANDER ;09001;1;1131;46255
SANTANDER ;09001;13;19734;46255
SANTANDER ;09001;1;1518;46255
SANTANDER ;09001;6;9108;46255
SANTANDER ;09001;1;1518;46255
SANTANDER ;09001;2;3036;46255
SANTANDER ;09001;4;5688;46255
SANTANDER ;09001;2;2573,6;46255
SANTANDER ;09001;12;11369,04;46255
SANTANDER ;09001;49;14855,33;46255
SANTANDER ;09001;2;1616;46255
SANTANDER ;09001;2;1616;46255
SANTANDER ;09001;1;808;46255
SANTANDER ;09001;2;3616;46255
SANTANDER ;09001;12;10932;46255
SANTANDER ;09001;1;911;46255
SANTANDER ;09001;4;24696;46255
SANTANDER ;09001;18;1944;46255
SANTANDER ;09001;6;68244,24;46255
SANTANDER ;09001;4;6020;46255
SANTANDER ;09001;2;3010;46255
SANTANDER ;09001;1;1700;46255
SANTANDER ;09001;2;1854;46255
SANTANDER ;09001;2;1854;46255
SANTANDER ;09001;2;1428;46255
SANTANDER ;09001;1;2757;46255
SANTANDER ;09001;4;1052;46255
SANTANDER ;09001;1;658;46255
SANTANDER ;09001;1;8279,89;46255
SANTANDER ;09001;1;5828;46255
SANTANDER ;09001;3;12816;46255
SANTANDER ;09001;12;97596;46255
SANTANDER ;09001;1;1512;46255
SANTANDER ;09001;1;7000;46255
SANTANDER ;09001;6;839,4;46255
SANTANDER ;09001;7;2247;46255
SANTANDER ;09001;1;500;46255
SANTANDER ;09001;10;3210;46255
SANTANDER ;09001;1;16406;46255
SANTANDER ;09001;1;12134;46255
SANTANDER ;09001;4;988;46255
SANTANDER ;09001;12;2940;46255
SANTANDER ;09001;1;633;46255
SANTANDER ;09001;1;698;46255
SANTANDER ;09001;2;1924;46255
SANTANDER ;09001;7;18340;46255
SANTANDER ;09001;12;4484,64;46255
SANTANDER ;09001;5;1900;46255
SANTANDER ;09001;1;11010;46255
SANTANDER ;09001;1;11010;46255
SANTANDER ;09001;1;713;46255
SANTANDER ;09001;1;713;46255
SANTANDER ;09001;2;5200;46255
SANTANDER ;09001;1;2660;46255
SANTANDER ;09001;1;2660;46255
SANTANDER ;09001;1;3074;46255
SANTANDER ;09001;1;2600;46255
SANTANDER ;09001;2;6640;46255
SANTANDER ;09001;1;3320;46255
SANTANDER ;09001;1;3320;46255
SANTANDER ;09001;4;13280;46255
SANTANDER ;09001;1;2904;46255
SANTANDER ;09001;1;2904;46255
SANTANDER ;09001;1;4710;46255
SANTANDER ;09001;1;4259;46255
SANTANDER ;09001;1;540;46255
SANTANDER ;09001;1;293;46255
SANTANDER ;09001;10;9710;46255
SANTANDER ;09001;1;10985;46255
SANTANDER ;09001;1;840;46255
SANTANDER ;09001;1;1600;46255
SANTANDER ;09001;2;2200;46255
SANTANDER ;09001;5;6000;46255
SANTANDER ;09001;2;1658;46255
SANTANDER ;09001;12;3852;46255
SANTANDER ;09001;1;43797;46255
SANTANDER ;09001;2;700;46255
SANTANDER ;09001;300;30600;46255
SANTANDER ;09001;6;654;46255
SANTANDER ;09001;18;21600;46255
ATLANTICO;00201;1;1788,85;46254
ATLANTICO;00201;2;3577,7;46254
ATLANTICO;00201;1;1426;46254
ATLANTICO;00201;5;32374,45;46254
ATLANTICO;00201;1;1500;46254
ATLANTICO;00201;5;4625;46254
ATLANTICO;00201;3;12000;46254
ATLANTICO;00201;3;35038,56;46254
ATLANTICO;00201;1;11679,52;46254
ATLANTICO;00201;1;8507,34;46254
ATLANTICO;00201;1;1045,42;46254
ATLANTICO;00201;2;2090,84;46254
ATLANTICO;00201;1;5378;46254
ATLANTICO;00201;1;1756,49;46254
ATLANTICO;00201;1;547,75;46254
ATLANTICO;00601;1;2242,91;46254
ATLANTICO;00601;1;2242,91;46254
ATLANTICO;00601;1;2798,76;46254
ATLANTICO;00601;8;6976;46254
ATLANTICO;00601;12;4659;46254
ATLANTICO;00601;1;3400;46254
ATLANTICO;00601;6;22811,88;46254
ATLANTICO;00601;2;799,78;46254
ATLANTICO;00601;1;2443,51;46254
ATLANTICO;00601;1;8002,75;46254
ATLANTICO;00601;1;5268;46254
ATLANTICO;00601;4;22836,52;46254
ATLANTICO;00601;6;39903,72;46254
ATLANTICO;00601;3;19965,99;46254
ATLANTICO;00601;2;4562;46254
ATLANTICO;00601;1;207;46254
ATLANTICO;00601;1;647;46254
CESAR;00701;1;2758,41;46254
CESAR;00701;1;1297,08;46254
CESAR;00701;4;2501,96;46254
CESAR;00701;1;625,49;46254
CESAR;00701;1;625,49;46254
CESAR;00701;2;4164;46254
CESAR;00701;12;17856;46254
CESAR;00701;1;5500;46254
CESAR;00701;2;3698;46254
CESAR;00701;12;13269,96;46254
CESAR;00701;3;18165;46254
CESAR;00701;1;1766;46254
CESAR;00701;2;3600;46254
CESAR;00701;2;4410;46254
CESAR;00701;12;804,72;46254
CESAR;00701;1;5300;46254
CESAR;00701;1;1710;46254
CESAR;00701;1;12181;46254
CESAR;00701;7;20898,5;46254
CESAR;00701;1;832;46254
CESAR;00701;1;23004,7;46254
CESAR;00701;1;18265,57;46254
CESAR;00701;1;7070;46254
CESAR;00701;1;2866,16;46254
CESAR;00701;1;1551,37;46254
CESAR;00701;2;1060,9;46254
CESAR;00701;3;36974,91;46254
CESAR;00701;1;3800;46254
CESAR;00701;6;10500;46254
CESAR;00701;6;27720;46254
MAGDALENA;01101;1;2662;46254
MAGDALENA;01101;1;416;46254
MAGDALENA;01101;6;13908;46254
MAGDALENA;01101;10;7632,4;46254
ATLANTICO;01201;18;7026,48;46254
ATLANTICO;01201;3;5411,34;46254
ATLANTICO;01201;5;6617,65;46254
ATLANTICO;01201;24;31764,72;46254
ATLANTICO;01201;12;15882,36;46254
ATLANTICO;01201;1;508,2;46254
ATLANTICO;01201;1;11000;46254
ATLANTICO;01201;1;5047,76;46254
ATLANTICO;01201;3;1056;46254
ATLANTICO;01201;1;224,98;46254
ATLANTICO;01201;5;19260;46254
ATLANTICO;01201;1;893,67;46254
ATLANTICO;01201;1;2954,73;46254
ATLANTICO;01201;6;3286,5;46254
ATLANTICO;01201;6;3286,5;46254
ATLANTICO;01201;12;6573;46254
ATLANTICO;01201;1;547,75;46254
ATLANTICO;01201;2;1095,5;46254
ATLANTICO;01201;5;2738,75;46254
CESAR;01301;1;9674;46254
CESAR;01301;1;1576;46254
BOLIVAR;01801;1;604,98;46254
BOLIVAR;01801;1;457,69;46254
BOLIVAR;01801;10;2133,6;46254
BOLIVAR;01801;1;7650;46254
BOLIVAR;01801;1;2633,18;46254
BOLIVAR;01801;1;10041,05;46254
BOLIVAR;01801;1;5362;46254
BOLIVAR;01801;1;2200;46254
BOLIVAR;01801;1;2619;46254
